x	y
15.31	1.11716
15.3	1.11717
15.29	1.11719
15.28	1.1172
15.27	1.11721
15.26	1.11722
15.25	1.11723
15.24	1.11725
15.23	1.11726
15.22	1.11727
15.21	1.11728
15.2	1.11729
15.19	1.1173
15.18	1.11732
15.17	1.11733
15.16	1.11734
15.15	1.11735
15.14	1.11736
15.13	1.11738
15.12	1.11739
15.11	1.1174
15.1	1.11741
15.09	1.11742
15.08	1.11744
15.07	1.11745
15.06	1.11746
15.05	1.11747
15.04	1.11748
15.03	1.1175
15.02	1.11751
15.01	1.11752
15	1.11753
14.99	1.11755
14.98	1.11756
14.97	1.11757
14.96	1.11758
14.95	1.11759
14.94	1.11761
14.93	1.11762
14.92	1.11763
14.91	1.11764
14.9	1.11766
14.89	1.11767
14.88	1.11768
14.87	1.11769
14.86	1.11771
14.85	1.11772
14.84	1.11773
14.83	1.11774
14.82	1.11776
14.81	1.11777
14.8	1.11778
14.79	1.11779
14.78	1.11781
14.77	1.11782
14.76	1.11783
14.75	1.11784
14.74	1.11786
14.73	1.11787
14.72	1.11788
14.71	1.11789
14.7	1.11791
14.69	1.11792
14.68	1.11793
14.67	1.11794
14.66	1.11796
14.65	1.11797
14.64	1.11798
14.63	1.118
14.62	1.11801
14.61	1.11802
14.6	1.11803
14.59	1.11805
14.58	1.11806
14.57	1.11807
14.56	1.11809
14.55	1.1181
14.54	1.11811
14.53	1.11812
14.52	1.11814
14.51	1.11815
14.5	1.11816
14.49	1.11818
14.48	1.11819
14.47	1.1182
14.46	1.11822
14.45	1.11823
14.44	1.11824
14.43	1.11826
14.42	1.11827
