x	y
18.16	0.64997
18.15	0.649973
18.14	0.649976
18.13	0.649979
18.12	0.649983
18.11	0.649986
18.1	0.649989
18.09	0.649992
18.08	0.649996
18.07	0.649999
18.06	0.650002
18.05	0.650005
18.04	0.650009
18.03	0.650012
18.02	0.650015
18.01	0.650019
18	0.650022
17.99	0.650025
17.98	0.650028
17.97	0.650032
17.96	0.650035
17.95	0.650038
17.94	0.650041
17.93	0.650045
17.92	0.650048
17.91	0.650051
17.9	0.650055
17.89	0.650058
17.88	0.650061
17.87	0.650065
17.86	0.650068
17.85	0.650071
17.84	0.650075
17.83	0.650078
17.82	0.650081
17.81	0.650085
17.8	0.650088
17.79	0.650091
17.78	0.650095
17.77	0.650098
17.76	0.650101
17.75	0.650105
17.74	0.650108
17.73	0.650112
17.72	0.650115
17.71	0.650118
17.7	0.650122
17.69	0.650125
17.68	0.650129
17.67	0.650132
17.66	0.650135
17.65	0.650139
17.64	0.650142
17.63	0.650146
17.62	0.650149
17.61	0.650152
17.6	0.650156
17.59	0.650159
17.58	0.650163
17.57	0.650166
17.56	0.65017
17.55	0.650173
17.54	0.650176
17.53	0.65018
17.52	0.650183
17.51	0.650187
17.5	0.65019
17.49	0.650194
17.48	0.650197
17.47	0.650201
17.46	0.650204
17.45	0.650208
17.44	0.650211
17.43	0.650215
17.42	0.650218
17.41	0.650222
17.4	0.650225
17.39	0.650229
17.38	0.650232
17.37	0.650236
17.36	0.650239
17.35	0.650243
17.34	0.650246
17.33	0.65025
17.32	0.650253
17.31	0.650257
17.3	0.65026
17.29	0.650264
17.28	0.650268
17.27	0.650271
17.26	0.650275
17.25	0.650278
17.24	0.650282
17.23	0.650285
17.22	0.650289
17.21	0.650293
17.2	0.650296
17.19	0.6503
17.18	0.650303
17.17	0.650307
17.16	0.650311
17.15	0.650314
17.14	0.650318
17.13	0.650321
17.12	0.650325
17.11	0.650329
17.1	0.650332
17.09	0.650336
17.08	0.65034
17.07	0.650343
17.06	0.650347
17.05	0.650351
17.04	0.650354
17.03	0.650358
17.02	0.650361
17.01	0.650365
17	0.650369
16.99	0.650373
16.98	0.650376
16.97	0.65038
16.96	0.650384
16.95	0.650387
16.94	0.650391
16.93	0.650395
16.92	0.650398
16.91	0.650402
16.9	0.650406
16.89	0.65041
16.88	0.650413
16.87	0.650417
16.86	0.650421
16.85	0.650424
16.84	0.650428
16.83	0.650432
16.82	0.650436
16.81	0.65044
16.8	0.650443
16.79	0.650447
16.78	0.650451
16.77	0.650455
16.76	0.650458
16.75	0.650462
16.74	0.650466
16.73	0.65047
16.72	0.650474
16.71	0.650477
16.7	0.650481
16.69	0.650485
16.68	0.650489
16.67	0.650493
16.66	0.650496
16.65	0.6505
16.64	0.650504
16.63	0.650508
16.62	0.650512
16.61	0.650516
16.6	0.650519
16.59	0.650523
16.58	0.650527
16.57	0.650531
16.56	0.650535
16.55	0.650539
16.54	0.650543
16.53	0.650547
16.52	0.65055
16.51	0.650554
16.5	0.650558
16.49	0.650562
16.48	0.650566
16.47	0.65057
16.46	0.650574
16.45	0.650578
16.44	0.650582
16.43	0.650586
16.42	0.65059
16.41	0.650594
16.4	0.650598
16.39	0.650602
16.38	0.650605
16.37	0.650609
16.36	0.650613
16.35	0.650617
16.34	0.650621
16.33	0.650625
16.32	0.650629
16.31	0.650633
16.3	0.650637
16.29	0.650641
16.28	0.650645
16.27	0.650649
16.26	0.650653
16.25	0.650657
16.24	0.650661
16.23	0.650665
16.22	0.65067
16.21	0.650674
16.2	0.650678
16.19	0.650682
16.18	0.650686
16.17	0.65069
16.16	0.650694
16.15	0.650698
16.14	0.650702
16.13	0.650706
16.12	0.65071
16.11	0.650714
16.1	0.650718
16.09	0.650723
16.08	0.650727
16.07	0.650731
16.06	0.650735
16.05	0.650739
16.04	0.650743
16.03	0.650747
16.02	0.650751
16.01	0.650756
16	0.65076
15.99	0.650764
15.98	0.650768
15.97	0.650772
15.96	0.650776
15.95	0.65078
15.94	0.650785
15.93	0.650789
15.92	0.650793
15.91	0.650797
15.9	0.650801
15.89	0.650806
15.88	0.65081
15.87	0.650814
15.86	0.650818
15.85	0.650823
15.84	0.650827
15.83	0.650831
15.82	0.650835
15.81	0.65084
15.8	0.650844
15.79	0.650848
15.78	0.650852
15.77	0.650857
15.76	0.650861
15.75	0.650865
15.74	0.650869
15.73	0.650874
15.72	0.650878
15.71	0.650882
15.7	0.650887
15.69	0.650891
15.68	0.650895
15.67	0.6509
15.66	0.650904
15.65	0.650908
15.64	0.650913
15.63	0.650917
15.62	0.650921
15.61	0.650926
15.6	0.65093
15.59	0.650935
15.58	0.650939
15.57	0.650943
15.56	0.650948
15.55	0.650952
15.54	0.650957
15.53	0.650961
15.52	0.650965
15.51	0.65097
15.5	0.650974
15.49	0.650979
15.48	0.650983
15.47	0.650988
15.46	0.650992
15.45	0.650996
15.44	0.651001
15.43	0.651005
15.42	0.65101
15.41	0.651014
15.4	0.651019
15.39	0.651023
15.38	0.651028
15.37	0.651032
15.36	0.651037
15.35	0.651041
15.34	0.651046
15.33	0.65105
15.32	0.651055
15.31	0.651059
15.3	0.651064
15.29	0.651069
15.28	0.651073
15.27	0.651078
15.26	0.651082
15.25	0.651087
15.24	0.651091
15.23	0.651096
15.22	0.651101
15.21	0.651105
15.2	0.65111
15.19	0.651114
15.18	0.651119
15.17	0.651124
15.16	0.651128
15.15	0.651133
15.14	0.651137
15.13	0.651142
15.12	0.651147
15.11	0.651151
15.1	0.651156
15.09	0.651161
15.08	0.651165
15.07	0.65117
15.06	0.651175
15.05	0.65118
15.04	0.651184
15.03	0.651189
15.02	0.651194
15.01	0.651198
15	0.651203
14.99	0.651208
14.98	0.651213
14.97	0.651217
14.96	0.651222
14.95	0.651227
14.94	0.651232
14.93	0.651236
14.92	0.651241
14.91	0.651246
14.9	0.651251
14.89	0.651256
14.88	0.65126
14.87	0.651265
14.86	0.65127
14.85	0.651275
14.84	0.65128
14.83	0.651285
14.82	0.651289
14.81	0.651294
14.8	0.651299
14.79	0.651304
14.78	0.651309
14.77	0.651314
14.76	0.651319
14.75	0.651323
14.74	0.651328
14.73	0.651333
14.72	0.651338
14.71	0.651343
14.7	0.651348
14.69	0.651353
14.68	0.651358
14.67	0.651363
14.66	0.651368
14.65	0.651373
14.64	0.651378
14.63	0.651383
14.62	0.651388
14.61	0.651393
14.6	0.651398
14.59	0.651403
14.58	0.651408
14.57	0.651413
14.56	0.651418
14.55	0.651423
14.54	0.651428
14.53	0.651433
14.52	0.651438
14.51	0.651443
14.5	0.651448
14.49	0.651453
14.48	0.651458
14.47	0.651463
14.46	0.651468
14.45	0.651473
14.44	0.651479
