[1] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_01.raw.PG.Quantity	[2] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_02.raw.PG.Quantity	[3] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_03.raw.PG.Quantity	[4] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_01.raw.PG.Quantity	[5] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_02.raw.PG.Quantity	[6] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_03.raw.PG.Quantity	[7] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_01.raw.PG.Quantity	[8] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_02.raw.PG.Quantity	[9] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_03.raw.PG.Quantity	[10] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_01.raw.PG.Quantity	[11] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_02.raw.PG.Quantity	[12] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_03.raw.PG.Quantity	[13] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_01.raw.PG.Quantity	[14] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_02.raw.PG.Quantity	[15] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_03.raw.PG.Quantity	[16] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_01.raw.PG.Quantity	[17] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_02.raw.PG.Quantity	[18] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_03.raw.PG.Quantity	T: PG.Genes
19.925	20.1401	20.2773	22.2623	21.3163	23.1244	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	prpC
20.8246	21.0525	21.1682	21.4053	21.2725	21.2214	21.676	21.4044	21.5102	20.8339	20.5994	20.375	19.1214	19.0255	18.985	13.256	15.9375	16.5328	bdhA
18.0945	17.8025	18.2355	19.244	18.9093	19.0922	19.7752	19.4496	19.9607	16.8849	17.6049	17.651	18.3614	18.3237	18.1236	NaN	NaN	NaN	pdaC
18.9965	18.9992	19.0165	20.4457	20.689	20.8943	18.6726	18.9436	18.572	16.7212	17.2841	17.1766	18.1349	17.5398	17.592	NaN	NaN	NaN	yfmJ
13.8396	11.061	15.022	16.6595	15.5873	15.5072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	nagR
18.9142	18.828	18.7004	20.3602	20.1273	20.0417	18.8731	18.985	19.1269	19.0539	19.0684	19.2047	19.6811	18.3883	18.6017	NaN	NaN	NaN	glmM
20.0023	19.9418	19.8232	20.9074	20.9322	21.0355	20.1926	20.1871	20.2074	17.9728	18.1692	18.5905	21.8898	21.892	21.696	NaN	NaN	NaN	yceH
14.8175	15.6514	14.9157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	fapR
19.3564	19.2426	19.0692	21.096	21.2363	21.4001	19.1958	19.1652	18.6377	17.0968	17.1763	16.8924	18.4436	17.4789	17.313	NaN	NaN	NaN	accA
22.3345	22.249	22.1836	20.3895	19.7301	20.1965	22.3153	22.2953	22.2941	20.6762	20.38	20.0652	NaN	NaN	NaN	21.357	21.3215	21.6385	rok
13.3317	14.4443	13.6991	18.1291	18.1532	18.2058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	argH
18.6369	18.0978	18.4006	NaN	NaN	NaN	17.3912	17.065	16.9301	NaN	NaN	NaN	19.8374	19.5431	18.6094	NaN	NaN	NaN	rsbRB
14.5515	15.2978	15.0187	17.7607	18.1384	18.2635	15.5457	14.3153	15.7542	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	uvrA
19.5917	19.5188	19.4681	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ytiB
15.8647	15.7792	15.6738	17.0753	16.6554	17.0985	18.0069	18.0922	17.8979	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ftsX
19.5288	19.3094	19.4329	19.5638	19.9151	19.9315	20.5681	20.6024	20.5159	19.3003	19.2488	19.4009	NaN	NaN	NaN	NaN	NaN	NaN	ezrA
12.0904	10.9344	0.236896	17.7344	17.4024	17.3339	NaN	NaN	NaN	15.099	15.1467	14.7909	NaN	NaN	NaN	NaN	NaN	NaN	deoD
16.2687	16.6893	16.4391	15.1503	14.5907	16.151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	coaE
16.0762	15.5388	14.7368	14.8716	14.5051	14.4717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	nadK2
23.9827	23.9868	23.8135	24.7485	24.5416	24.5254	23.8557	23.7209	23.6918	24.5509	24.4657	24.5301	22.2288	22.2104	22.7875	23.2579	23.1343	23.0139	ytpR
19.188	19.2452	19.1479	18.9438	19.7928	20.6633	17.7374	16.6131	17.1059	14.8542	14.792	14.0249	16.7827	16.947	13.5973	NaN	NaN	NaN	ytjP
15.0422	15.0485	14.7416	17.4879	16.1934	16.8306	18.464	19.2626	18.7049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ltaS2
20.8271	20.6941	20.9715	20.2972	20.6048	20.6709	23.1707	23.1697	23.2859	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ytsJ
17.9337	18.0878	17.4429	16.5452	16.549	18.0182	18.3543	18.0694	17.1255	15.4249	14.9883	13.3813	13.9881	13.104	13.8149	NaN	NaN	NaN	znuA
16.494	17.1549	16.3678	23.3712	24.1338	24.5426	18.617	18.1204	17.9512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yfjR
18.3505	18.3196	18.8918	19.7602	19.9145	20.0856	18.0722	18.0105	18.4444	14.9597	13.7501	15.2315	NaN	NaN	NaN	NaN	NaN	NaN	dapH
19.0148	18.8792	18.8421	20.842	20.7083	20.6351	18.229	18.0672	17.5931	19.8849	19.8134	19.8207	17.4441	17.266	16.8899	18.5685	18.4882	19.1464	yodQ
13.8352	13.4625	12.5192	14.6271	13.7257	14.3313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	opuCA
14.5383	14.3257	14.1862	17.4124	17.0782	16.8912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ccpN
18.3353	18.1191	18.0468	19.6972	19.8226	19.7774	17.0763	17.7052	17.2186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	polA
16.4582	15.9213	15.6632	17.1389	15.5508	14.3532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ytrF
17.6119	14.917	17.1415	NaN	NaN	NaN	17.3606	17.385	17.5271	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	hisA
12.7791	13.1219	13.2435	15.887	16.6458	16.4297	NaN	NaN	NaN	14.7231	16.227	16.2016	NaN	NaN	NaN	NaN	NaN	NaN	ykfC
18.1544	18.2023	18.079	19.6311	19.4733	19.6211	19.9498	17.9527	18.1152	19.8417	19.9258	19.9074	18.3578	18.3941	18.337	18.9293	18.8786	18.9777	yfkK
16.3628	15.982	16.1719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	mnmA
21.3132	21.2833	21.048	21.2298	21.2455	21.0562	21.6285	21.5919	21.7528	19.4166	19.1528	18.3657	20.3035	20.1268	20.0589	18.0068	14.9019	17.2931	azoR1
18.9212	19.4583	18.8893	19.8865	19.6411	19.5857	19.862	19.8841	18.4876	18.1038	18.579	18.9223	19.3222	18.5122	19.2071	17.4808	17.7939	17.4396	ydiR
27.0031	27.0477	27.0162	26.3635	26.2502	26.1268	27.5984	27.5329	27.7524	25.0565	24.9994	24.9327	26.5279	26.4621	26.4483	21.6609	21.1946	21.3256	rplL
21.2865	21.2233	21.3331	20.9595	21.0842	21.1419	21.5835	21.5598	21.5302	19.499	18.6608	19.457	20.9755	20.9301	20.666	NaN	NaN	NaN	hag
25.006	24.9456	24.7659	26.2448	25.9287	25.8927	22.6317	22.6778	22.9539	25.8217	25.8587	25.723	22.6221	23.1403	22.9258	25.0711	24.9852	25.0079	sspA
NaN	14.3941	NaN	18.7231	18.4403	18.3315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sspD
16.2994	16.2958	15.1978	17.7348	17.4272	17.7529	18.166	18.1921	18.0988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	thrC
19.0669	18.9454	19.1298	19.6386	19.6856	19.5536	NaN	NaN	NaN	16.059	16.0047	16.6868	NaN	NaN	NaN	NaN	NaN	NaN	dnaA
18.935	19.1115	19.3954	20.3786	20.8601	21.0476	20.4586	20.5349	20.6	19.0399	18.3273	17.619	19.7318	19.4367	19.685	NaN	NaN	NaN	dnaN
20.6365	20.5476	20.8813	21.4241	20.1049	20.1698	20.3325	20.3287	20.3172	18.4985	18.5782	18.6189	19.9287	20.3568	19.759	NaN	NaN	NaN	gyrB
19.8765	19.9319	19.9098	21.0482	20.8738	20.8062	22.4018	22.3003	22.3072	19.0404	19.3573	19.4899	19.7007	19.5998	19.9248	14.5417	15.7693	15.7455	gyrA
21.5455	21.5134	21.4199	23.9072	23.5927	23.3166	21.3502	21.4564	21.4714	22.6028	22.3118	22.1522	20.8612	21.2154	21.1958	22.7354	22.7546	22.7786	rpmA
21.1084	21.0807	20.9438	21.5311	21.5176	21.4325	21.8398	21.8195	21.7877	20.2491	20.1855	19.9289	20.8662	20.9128	20.8281	19.8155	19.7708	19.8081	sigA
19.0727	19.2066	18.7665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	dnaI
20.3879	20.3774	20.2604	17.2903	17.4111	17.5099	22.2654	22.2549	22.1434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sigB
17.5087	18.2582	18.2642	18.0508	19.9832	20.1852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	spo0F
17.9209	17.8386	17.7269	19.0222	18.6955	18.8488	17.0283	17.3262	17.6354	17.7015	17.6954	17.4388	NaN	NaN	NaN	NaN	NaN	NaN	ywjG
17.3021	17.9414	18.649	15.6454	17.1024	17.213	18.4703	18.9967	17.7518	16.0916	14.4292	12.3772	17.2925	16.7709	16.752	14.6745	14.5215	14.2624	fumC
16.4132	16.7374	16.1139	NaN	NaN	NaN	19.5997	19.5782	19.4717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sspE
15.7049	16.2701	16.0985	11.7397	13.0069	13.8991	NaN	NaN	NaN	16.1993	15.1852	14.114	11.2838	11.5451	11.9969	NaN	NaN	NaN	sacA
17.3557	17.6405	17.6632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	dnaB
18.8996	18.5407	18.8299	18.9003	18.7001	18.9915	19.1938	18.4376	18.687	16.8494	16.4678	15.8139	15.653	14.9043	15.2026	NaN	NaN	NaN	sdhA
19.452	19.4881	19.1974	17.0673	18.0444	17.1825	20.6151	20.4928	20.8347	18.4576	18.3953	18.374	18.4809	18.7784	18.3297	10.7439	11.5343	10.0321	nadE
16.1968	16.1676	16.399	NaN	NaN	NaN	NaN	NaN	NaN	15.2426	15.1361	15.2599	NaN	NaN	NaN	NaN	NaN	NaN	lysC
18.7043	19.0042	19.0927	NaN	NaN	NaN	NaN	NaN	NaN	17.8866	17.6377	18.1114	NaN	NaN	NaN	NaN	NaN	NaN	dacA
27.048	27.0088	26.9182	25.5908	25.5247	25.7223	27.055	26.8884	27.199	23.5847	23.754	23.9342	25.6003	25.7884	25.1614	NaN	NaN	NaN	hbs
22.1367	22.234	22.1262	22.0467	21.9884	22.0325	22.7905	22.7268	22.7219	20.1796	20.2249	20.1083	20.435	20.2862	20.306	18.3031	18.9099	19.1362	ptsI
21.686	22.2132	22.5183	18.4124	14.3987	14.3629	23.6689	24.2126	24.1826	17.6931	18.351	18.7034	21.9945	22.4237	22.4339	19.6367	19.2903	19.0017	ptsH
16.7087	16.6617	16.5792	NaN	NaN	NaN	NaN	NaN	NaN	17.9112	14.8669	12.1769	13.3765	13.0183	13.3284	NaN	NaN	NaN	dnaX
22.8632	22.9451	23.0096	24.5865	24.4688	24.3057	23.4751	23.5288	23.8456	21.6775	21.5449	21.5079	22.8564	22.5466	22.7841	21.1318	20.9719	20.8021	gapA
21.3256	21.4052	21.213	20.8534	20.899	20.8127	21.3349	21.4385	21.3855	20.3219	20.1587	20.401	20.7123	20.7617	20.7078	20.5919	20.564	20.5869	citB
24.0778	24.0573	24.0825	25.8329	25.524	25.5126	24.9412	24.9194	24.823	22.3718	22.445	22.4979	24.0332	23.9977	23.9389	21.7738	22.6177	22.759	glmS
16.3883	16.7471	16.9806	NaN	12.5186	12.4984	20.1121	18.2596	19.1578	NaN	NaN	NaN	NaN	NaN	NaN	13.8208	11.8861	11.9348	gpsB
17.0321	17.1109	17.0659	17.3181	17.2973	17.6466	17.3365	17.3798	17.3316	18.0582	17.9434	18.2068	NaN	NaN	NaN	NaN	NaN	NaN	thyA1
17.0219	17.4086	17.0158	NaN	NaN	NaN	18.2452	18.335	17.9932	12.4816	12.1375	12.2139	NaN	NaN	NaN	NaN	NaN	NaN	alr1
17.956	17.9994	18.4552	18.6485	17.8344	16.2062	16.3209	16.3556	16.6033	16.4736	16.99	16.7219	NaN	NaN	NaN	NaN	NaN	NaN	hpr
11.94	12.4529	8.06604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ribH
19.1881	19.3906	18.7908	18.9581	18.3026	18.1115	NaN	NaN	NaN	18.1619	18.0475	17.7761	NaN	NaN	NaN	NaN	NaN	NaN	gntK
16.6743	16.2877	16.084	17.3022	17.328	16.9724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	purD
16.1013	16.4007	16.48	19.2026	19.5111	19.6365	17.5685	16.8749	17.6945	12.5743	NaN	13.3485	NaN	NaN	NaN	NaN	NaN	NaN	purH
NaN	13.1841	14.1108	15.6097	NaN	11.6552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sigK
21.2736	21.2667	21.2413	21.5642	21.4897	21.4712	20.6387	20.5216	20.4847	20.8176	20.9132	21.0905	20.003	20.3163	20.0382	18.93	19.0805	19.2924	glnA
16.911	18.4058	18.0183	NaN	NaN	NaN	19.6878	19.3057	19.372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	nin
23.4478	21.8477	23.661	18.5997	18.8983	20.9117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rpmC
24.2944	24.2827	24.2771	24.8464	24.7159	24.6193	23.8278	24.4078	23.8475	24.9996	24.8016	24.8268	23.4989	23.4243	23.397	24.7707	24.8199	24.7197	rplN
23.7146	23.8001	23.6875	25.1254	24.9036	24.7983	23.9239	24.0506	24.2197	25.4038	24.4855	24.8136	23.1581	23.3649	23.4645	24.0532	23.9425	23.9023	rplE
22.0149	22.0148	21.6144	22.2787	22.1051	21.946	23.8692	23.9245	23.8192	20.5317	20.2564	20.3956	23.3501	23.3726	23.3764	NaN	NaN	NaN	rpsH
21.1772	21.2257	21.1692	20.3089	20.4186	20.0573	21.2083	21.0455	19.755	17.3204	17.2979	17.5587	19.6254	19.2029	19.1638	NaN	NaN	NaN	pyrG
18.8575	19.1972	18.9646	22.9381	23.0732	22.7218	21.491	21.2059	20.8552	19.3701	19.3879	19.362	NaN	NaN	NaN	20.3106	23.3602	20.5656	fbaA
18.1831	18.2062	18.0762	18.6778	18.7325	18.7913	18.4497	18.3805	18.4689	16.5518	17.0543	17.4388	17.8684	17.6425	17.2461	NaN	NaN	NaN	polC
14.4695	16.3601	14.6816	17.8719	17.4353	17.7084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	tagE
19.6992	19.8947	19.8191	21.6302	21.5917	21.5402	24.8382	24.8408	24.8876	19.74	19.721	19.6992	25.2552	25.4821	25.493	20.0589	20.0199	19.7409	tagF
19.8333	19.9253	19.6837	19.0231	18.5425	18.7592	21.1896	21.1333	21.1262	17.8077	17.5203	17.2593	19.0874	18.6997	18.3859	NaN	NaN	NaN	ldh
12.5403	14.0018	13.3506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	phoP
17.6339	17.8775	17.75	17.8124	18.5155	19.0826	17.9821	18.0286	17.2846	NaN	NaN	NaN	17.0327	17.4249	16.9787	NaN	NaN	NaN	degU
17.5745	17.313	20.1745	19.6161	19.9853	20.0467	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cotE
15.3724	16.1537	15.8199	10.8415	11.6231	12.6081	18.1319	16.4722	16.7311	16.0543	15.2716	14.2542	13.1075	15.1082	15.0556	NaN	NaN	NaN	glmU
20.6453	20.3395	20.3773	21.425	21.4298	21.2782	22.9003	22.8805	22.919	19.7051	19.2699	18.6654	20.1616	20.301	20.4321	NaN	NaN	NaN	prs
18.3198	17.9144	18.6128	NaN	NaN	NaN	20.1778	20.3221	20.4095	NaN	NaN	NaN	NaN	NaN	NaN	12.4968	12.6559	12.6471	ctc
23.1794	23.2557	23.2736	23.7449	23.7641	23.7496	23.6445	23.7977	23.6788	22.4456	22.4688	22.7332	23.6388	23.6169	23.6159	21.6861	21.4509	21.5252	rplP
14.5828	11.7408	13.5789	18.6515	19.21	19.0299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yoxD
24.1844	24.1379	24.1483	23.032	22.4117	22.6193	24.3193	24.3207	24.3288	21.8168	21.8939	21.8003	22.5857	22.4737	22.7537	19.9604	20.4635	19.9098	trxA
15.9856	14.9593	15.9134	16.3842	15.6859	15.7825	17.5381	17.0871	17.3126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	grpE
22.7437	22.6628	22.5852	22.9054	22.7908	22.9098	23.7428	23.6162	23.564	20.8215	21.3282	21.4019	22.5227	22.3905	22.5054	18.9971	19.5471	19.7987	odhB
23.8362	23.7395	23.8385	23.2487	23.1716	23.3702	23.6905	23.6858	23.6173	24.7948	24.562	24.5024	23.2868	23.0799	23.0417	20.9169	20.6876	20.8806	adk
17.8052	17.8841	17.8844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ribE
19.1907	19.2898	19.4158	19.3103	18.5279	18.6894	18.8662	18.9842	19.1454	17.4547	17.4374	18.417	NaN	NaN	NaN	NaN	NaN	NaN	hemC
20.4298	19.8442	19.9844	19.4219	19.38	19.5893	22.3356	22.8336	22.4926	18.8351	19.5816	19.2788	22.5501	22.8234	22.5818	14.1463	12.358	15.5488	recA
19.0757	19.1183	19.2552	18.7256	18.7647	18.8187	19.7254	19.6529	19.227	18.3808	18.1373	18.1048	19.0201	17.6595	18.6239	NaN	NaN	NaN	ribT
19.0393	18.9725	19.1858	19.5043	20.4597	20.2107	19.9022	19.8469	19.9004	17.3728	17.3775	17.9349	19.5853	19.5575	19.2109	NaN	NaN	NaN	dnaJ
27.0572	27.0201	26.9863	25.359	25.1582	25.0421	27.2638	27.4001	27.3038	25.6017	25.405	25.4529	26.0452	25.8809	26.023	23.6227	23.5292	23.5083	dnaK
17.7941	17.955	17.4779	21.3304	20.7543	20.9767	19.555	19.9525	20.8066	17.7877	17.565	10.8086	13.2208	11.8576	12.2538	15.8096	17.1351	19.155	ftsZ
15.9725	16.3209	15.8398	16.8217	16.0255	16.8312	16.0751	16.6164	16.4807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sigH
17.8415	17.4876	17.8603	22.081	21.9695	21.8807	18.0445	17.6282	17.5152	17.1498	16.0538	16.9584	NaN	NaN	NaN	NaN	NaN	NaN	infB
21.3725	21.4228	21.3632	20.4869	20.3531	20.4616	21.1524	21.1475	21.0893	19.7184	19.6292	19.7631	20.9257	20.9191	20.9821	NaN	NaN	NaN	argR
18.965	19.3748	19.4319	19.0545	19.8712	19.9609	20.2502	20.3997	20.6531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	recN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rsbV
20.5566	20.4377	20.2685	21.5992	21.3129	21.3395	20.5091	20.3295	20.2634	20.1141	20.1031	20.2451	19.8788	19.5175	19.6727	20.3029	20.2882	20.2564	pheS
21.2764	21.7201	21.3598	21.4841	21.2325	21.2774	21.5917	21.4547	21.4279	20.7307	20.423	20.026	19.7613	20.5868	20.0732	17.7336	18.5975	18.4837	pheT
20.4739	20.8073	20.6351	22.2193	21.7577	22.0609	20.7864	20.9559	20.8602	20.2072	20.0331	19.7174	19.7274	19.6681	20.1795	NaN	NaN	NaN	glpK
17.8525	18.8895	17.8518	19.177	19.9672	20.4127	NaN	NaN	NaN	17.2823	17.8674	17.5482	NaN	NaN	NaN	NaN	NaN	NaN	glpD
23.4656	23.3676	23.5255	23.5847	23.4673	23.2879	23.608	23.5637	23.7184	22.8734	23.1237	22.9653	22.2108	22.0298	22.1118	22.3235	22.2907	22.2763	pgcA
17.1327	16.6165	17.4251	21.7454	22.0451	21.7573	18.2338	19.1887	19.1889	16.3716	16.3683	16.6607	17.4583	16.6992	18.2665	15.8639	15.7409	15.3777	thrS
NaN	11.4813	10.1552	16.8917	16.3666	16.0665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	murB
17.295	16.738	16.7501	16.5445	16.4993	16.1608	18.8405	16.856	18.2103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cdd
NaN	19.4238	19.6097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	mtrB
18.1286	17.8529	17.8829	17.6049	17.05	17.2498	19.1577	18.7168	18.8665	NaN	NaN	NaN	17.6354	17.4231	17.6496	NaN	NaN	NaN	hom
23.2696	23.1923	23.5594	22.6061	23.0104	23.0872	24.345	24.3358	24.2866	20.9257	20.8903	20.7241	21.4677	21.3435	21.3761	NaN	NaN	NaN	tal
17.6042	17.3052	17.3797	NaN	NaN	NaN	NaN	NaN	NaN	18.3314	17.5653	16.5643	NaN	NaN	NaN	NaN	NaN	NaN	murAB
18.3187	16.8785	18.2725	18.1564	18.4038	18.9752	19.326	19.5389	19.5129	NaN	NaN	NaN	14.7107	14.6447	14.812	NaN	NaN	NaN	rplO
17.0236	16.5483	16.756	23.9693	23.158	22.9867	NaN	NaN	NaN	20.6418	20.7998	20.2286	NaN	NaN	NaN	21.198	20.539	22.8488	rpmD
13.9685	12.9787	13.2602	17.8555	18.2631	18.4064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	map
17.8195	17.7487	18.0877	24.324	24.5357	24.3632	20.1875	19.8446	20.4439	23.6876	23.9357	24.2645	NaN	NaN	NaN	NaN	NaN	NaN	ptsG
23.6664	23.802	23.8322	23.9694	23.9553	23.7651	24.5282	24.4378	24.5014	23.5686	23.6689	23.4754	22.4653	22.3771	22.4721	22.1165	22.0916	22.1061	rplQ
25.0871	25.0831	25.0466	24.7332	24.7093	24.6182	25.5579	25.47	25.6454	22.7201	22.8811	22.8592	24.8398	24.778	24.906	NaN	NaN	NaN	rpsM
19.9679	19.8493	19.9888	22.8591	23.1665	23.3417	20.3404	20.3327	20.5875	20.9443	21.3465	21.1577	20.0228	18.6668	19.6123	19.0761	18.8977	20.1753	rpoA
14.3058	12.3921	12.8716	20.7707	19.8631	20.7204	19.6547	19.8117	18.2738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	aroA
17.1936	17.412	17.7424	18.1493	18.9307	18.5957	17.5546	17.3211	17.7917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	obg
18.0284	17.9296	17.9082	18.3774	20.1468	20.3448	18.6713	20.1555	20.1246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	paiA
14.4598	14.3461	13.8114	NaN	NaN	NaN	17.6074	17.3321	17.3968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	paiB
17.176	17.0855	16.9919	15.1227	14.9364	15.0036	NaN	NaN	NaN	13.6561	13.6384	12.4414	NaN	NaN	NaN	NaN	NaN	NaN	spoIIIE
22.4269	22.3734	22.1131	23.2695	23.2421	23.1902	27.5916	22.2751	22.339	22.0527	22.8279	22.7889	24.5193	24.5614	24.777	22.5364	22.5977	22.573	rpsB
22.1391	22.2351	22.1469	22.5806	22.3661	22.1694	23.4493	23.3618	23.3132	20.4156	20.6805	20.5615	20.7845	20.0046	20.9548	21.1015	21.162	21.0589	rpsC
19.6186	19.4672	19.5154	21.4457	21.0061	20.8004	18.3187	18.3621	18.2701	20.4531	20.3305	20.7969	NaN	NaN	NaN	NaN	NaN	NaN	rpsD
21.3969	21.8753	21.4284	24.4279	24.1437	24.0437	22.1327	22.4254	22.3475	22.1718	22.0993	21.9741	21.9253	21.8804	21.7393	19.779	20.0512	19.5924	rpsE
20.4469	20.394	20.6265	20.1614	20.7023	20.6994	20.3644	21.0913	21.1371	20.7299	19.645	20.0623	21.8051	21.4178	21.4157	20.1265	20.1311	20.1895	rpsF
16.4339	16.2232	15.994	22.897	22.4892	22.6133	18.5832	18.3537	18.8361	16.2223	16.3636	18.0025	NaN	NaN	NaN	16.945	17.7412	18.5158	rpsG
18.5781	16.6086	17.2849	19.8411	20.1637	20.1403	20.9148	20.9735	21.1793	16.5526	15.92	16.1015	16.8882	16.1061	16.2434	NaN	NaN	NaN	rpsI
26.482	26.4264	26.4752	21.7301	21.6623	21.5035	25.8087	25.8009	25.7851	26.3387	26.3567	26.4228	25.6655	25.6955	26.1993	25.4382	25.6183	25.4823	rpsJ
16.071	15.3516	NaN	20.8755	20.4741	21.0706	NaN	NaN	NaN	20.7215	19.9461	19.8556	NaN	NaN	NaN	19.8563	19.1931	19.2006	rpsL
23.0574	22.9518	23.0004	25.3184	25.0077	24.5536	22.4239	22.7584	21.4558	24.7154	24.817	24.5034	21.2616	20.9462	20.6408	23.902	23.6962	23.6879	rpsP
18.6548	19.0976	19.0073	20.2313	20.007	19.8817	NaN	NaN	NaN	20.872	20.9474	20.2156	NaN	NaN	NaN	NaN	NaN	NaN	rpsR
15.3391	14.8941	14.3435	21.8181	21.3262	21.7617	19.1213	19.1901	19.0119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rpsT
