[1] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_01.raw.PG.Quantity	[2] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_02.raw.PG.Quantity	[3] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_03.raw.PG.Quantity	[4] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_01.raw.PG.Quantity	[5] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_02.raw.PG.Quantity	[6] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_03.raw.PG.Quantity	[7] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_01.raw.PG.Quantity	[8] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_02.raw.PG.Quantity	[9] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_03.raw.PG.Quantity	[10] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_01.raw.PG.Quantity	[11] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_02.raw.PG.Quantity	[12] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_03.raw.PG.Quantity	[13] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_01.raw.PG.Quantity	[14] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_02.raw.PG.Quantity	[15] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_03.raw.PG.Quantity	[16] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_01.raw.PG.Quantity	[17] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_02.raw.PG.Quantity	[18] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_03.raw.PG.Quantity	T: PG.Genes
20.4029	20.3395	20.7151	NaN	NaN	NaN	20.5707	20.6339	20.7081	20.3689	20.5085	21.0006	NaN	NaN	NaN	18.5315	21.5979	20.5078	ggt
19.3314	19.5338	20.2089	19.6844	19.3644	18.9703	NaN	NaN	NaN	15.5604	15.6311	15.9315	NaN	NaN	NaN	NaN	NaN	NaN	wprA
17.9056	17.7939	18.7925	18.7583	19.3428	19.7612	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yqeI
18.5565	18.3736	18.2351	NaN	NaN	NaN	21.5782	21.9846	21.9795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rsfS
18.7197	18.4645	19.0137	15.7025	17.5896	15.6911	19.6974	19.7279	19.907	16.6207	16.7724	16.6828	18.3827	18.1529	17.2665	NaN	NaN	NaN	prmA
18.0492	17.4328	18.196	20.1905	20.175	20.1378	NaN	NaN	NaN	22.1445	22.2527	22.3376	NaN	NaN	NaN	NaN	NaN	NaN	mtaB
22.3861	22.5398	23.0974	21.3414	21.412	21.4243	20.8059	20.1206	21.1928	18.3314	18.4039	17.7945	17.9912	19.3236	18.8513	22.548	21.4208	21.2366	yqeY
19.4702	19.4801	19.395	20.8804	20.5659	19.9	20.4863	20.2321	15.335	19.4756	19.3242	19.2438	17.9706	18.1699	18.3811	NaN	NaN	NaN	floA
20.411	20.5675	20.5956	20.6067	20.3569	20.3149	20.6919	20.7394	20.7615	19.954	19.9009	19.7983	20.2719	20.1386	20.0539	19.691	19.6774	19.6666	yqfB
15.9639	15.4536	12.4091	17.8052	17.284	17.0785	17.2027	16.9904	17.6009	13.8086	14.2565	14.9328	14.2128	14.668	14.2828	NaN	NaN	NaN	yqfL
15.7793	14.4465	15.6994	NaN	NaN	NaN	17.27	16.9968	18.5622	NaN	NaN	NaN	17.5607	17.649	17.1416	NaN	NaN	NaN	yqfO
15.8289	15.845	15.7975	14.4761	13.5079	14.3366	15.0356	14.3169	14.161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yqfQ
18.2371	17.8246	17.951	18.7847	19.0202	19.1728	NaN	NaN	NaN	15.801	NaN	16.8137	NaN	NaN	NaN	NaN	NaN	NaN	ispG
16.1137	16.3034	15.4587	NaN	NaN	NaN	23.0207	21.6737	22.9089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	pbpA
19.4312	19.421	19.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yqgS
18.4757	18.4298	18.0678	NaN	NaN	NaN	18.5539	18.6591	18.8717	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rsbRD
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sipW
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	tasA
16.9629	16.5311	16.3239	16.7048	16.9043	16.3606	17.6625	19.7955	19.6288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yqhT
13.4818	14.3498	13.9857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	dxs
10.6845	12.0477	13.0928	19.1539	18.7775	19.2157	12.8885	12.7371	14.4003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yqiG
18.9519	19.1364	19.3165	18.5374	19.2167	18.9532	NaN	NaN	NaN	14.2846	NaN	20.2673	NaN	NaN	NaN	NaN	NaN	NaN	yqiR
19.3442	19.1242	19.2509	21.3864	21.4926	21.3147	19.6305	19.4417	19.8172	20.8351	20.7391	20.7745	NaN	NaN	NaN	18.7551	19.1212	19.4474	yqiT
18.9914	18.8645	19.363	21.3508	21.6695	21.8787	17.6754	18.0643	17.0927	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	brxB
22.2913	22.318	22.446	21.4315	21.1441	20.9913	21.9393	21.7536	21.8668	18.774	18.619	18.7308	20.342	20.297	20.528	NaN	NaN	NaN	yqjE
20.9516	21.0253	21.2872	21.0753	20.8375	21.0729	21.8551	21.3437	21.437	21.4642	21.2052	21.3721	20.9272	20.5791	20.5201	20.0733	20.4255	20.3844	zwf
20.7004	20.6656	20.6416	18.7827	18.8815	18.12	21.2446	21.1329	21.1114	18.0949	17.7903	17.692	19.739	20.1529	20.2319	16.9503	16.928	17.1958	namA
11.9251	12.5039	12.7871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yqjZ
18.6151	18.9328	18.7127	13.996	18.0672	17.7573	19.7702	19.8238	19.4675	NaN	NaN	NaN	17.0758	16.7682	15.8549	NaN	NaN	NaN	yqkF
18.4576	18.2277	17.9726	18.8543	19.0142	18.9926	20.5834	20.4801	20.6056	16.5437	16.6438	15.9716	10.6728	13.021	11.8328	9.21657	1.02752	NaN	nudF
20.283	20.5471	20.5155	19.8964	19.7237	19.75	20.6592	20.5948	20.6884	20.7454	20.6539	20.772	18.4248	18.9641	18.7467	19.1026	19.3957	19.228	mleA
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	fur
18.538	18.6873	18.6818	NaN	NaN	NaN	18.5225	18.7048	18.582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ribC
17.0354	16.857	17.4895	14.3488	14.8931	14.433	19.6605	19.7903	19.6427	NaN	NaN	NaN	17.336	16.1131	17.5155	NaN	NaN	NaN	yhcB
18.3448	18.2117	18.3317	NaN	NaN	NaN	17.97	18.0609	18.1519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yhcC
13.5076	13.6973	13.9114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yhcH
16.3703	16.5002	16.0839	18.7568	18.6318	18.836	18.1534	17.836	18.0077	15.519	15.5343	15.7112	NaN	NaN	NaN	NaN	NaN	NaN	yhcN
19.3685	19.3777	19.1749	18.9098	18.9004	18.6727	21.4209	21.3108	20.886	15.6471	15.3724	15.0748	17.9691	18.4822	17.8294	NaN	NaN	NaN	ydjF
15.8833	16.1855	15.9554	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yxeA
22.8849	22.822	22.886	22.4871	22.3738	21.9653	22.9599	22.8834	22.7735	22.9301	22.8777	22.9197	23.7207	23.5783	23.8071	21.4372	21.5595	21.73	yxeB
15.4324	15.4624	15.6084	17.3259	14.0704	16.6052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yxeH
18.7553	18.6945	18.6949	17.2976	18.5538	18.5256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yxeI
18.0873	17.9931	18.006	NaN	NaN	NaN	23.3975	22.4563	21.841	13.485	12.8004	11.6371	NaN	NaN	NaN	NaN	NaN	NaN	pepT
18.061	18.339	18.4702	NaN	NaN	NaN	17.0258	17.1403	16.2334	17.8382	18.0863	20.2425	NaN	NaN	NaN	NaN	NaN	NaN	bshC
16.1548	16.8535	16.2322	17.2318	16.8975	16.345	20.7434	21.8659	20.5737	20.178	20.3389	19.8689	NaN	NaN	NaN	19.527	20.4731	20.6271	yorD
NaN	NaN	NaN	18.9388	19.0137	19.0795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sunT
19.6493	19.4511	19.3752	18.7281	18.91	19.3388	NaN	NaN	NaN	17.6972	17.8162	18.1085	22.6892	22.5558	23.1877	NaN	NaN	NaN	yitU
20.4192	20.624	20.6812	21.242	21.3392	21.2371	20.0153	20.2732	20.3872	19.8262	19.8944	19.7549	18.7671	21.2398	18.7696	18.8899	19.4091	18.8568	yitW
21.4519	21.3944	21.5899	22.604	22.8219	22.7937	21.9295	21.8472	21.6671	21.3728	21.2003	21.5276	15.6695	15.63	15.4679	17.4197	16.2455	17.6887	murAA
18.7768	18.9098	18.9436	18.6487	20.1219	19.6328	20.2104	20.155	20.2745	18.2481	18.2658	18.3209	NaN	NaN	NaN	NaN	NaN	NaN	ywhA
15.364	18.2718	17.1856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ywhD
20.5145	20.5757	20.2699	23.4325	23.3092	23.0373	19.8122	19.9392	19.6407	20.4115	20.3253	20.4714	18.5787	18.4419	18.3158	NaN	NaN	NaN	speE
17.253	17.4238	16.8101	19.1662	19.1758	19.2833	19.6144	19.5219	19.3276	16.5693	16.5305	16.0447	16.0867	16.4282	20.7078	NaN	NaN	NaN	speB
15.1469	15.3834	15.6312	13.3207	13.1982	12.7075	17.0888	16.9157	17.2523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	fruA
19.642	19.6676	19.562	NaN	NaN	NaN	NaN	NaN	NaN	19.6925	19.4972	19.5313	NaN	NaN	NaN	NaN	NaN	NaN	sipT
15.0152	15.5813	15.0588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	gbsR
17.2389	16.4442	17.1106	15.4063	14.6063	14.8479	NaN	NaN	NaN	15.458	15.311	15.9913	NaN	NaN	NaN	NaN	NaN	NaN	gbsA
18.3548	18.3837	18.4237	17.6457	17.7067	17.8832	18.4957	18.301	18.6048	18.2532	16.9853	18.151	NaN	NaN	NaN	NaN	NaN	NaN	gbsB
16.8649	15.8565	16.3878	18.0025	17.9642	18.2955	15.0418	15.5379	15.5793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	plsX
19.2039	19.1756	19.1114	21.1969	21.0557	20.9775	21.2408	21.203	21.1519	NaN	NaN	NaN	17.6294	17.5982	17.6043	NaN	NaN	NaN	fabD
17.7394	18.1022	17.8241	20.2633	20.4902	20.6502	NaN	NaN	NaN	NaN	NaN	NaN	11.8283	12.4762	12.3865	NaN	NaN	NaN	divIVA
12.5287	14.1419	13.4652	NaN	NaN	NaN	15.7743	15.0237	15.0558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	spoIIQ
19.102	18.9983	19.2833	NaN	NaN	NaN	18.9279	19.5631	19.2176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yukC
17.3305	17.6046	17.2906	20.7319	21.1844	21.3463	NaN	NaN	NaN	20.125	20.4733	20.7308	NaN	NaN	NaN	NaN	NaN	NaN	fabL
14.4674	13.2654	12.1675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ygaD
15.1503	15.9244	16.4634	18.9263	21.1462	20.8785	18.8777	19.7867	20.3006	NaN	NaN	NaN	16.5004	16.5356	16.0198	NaN	NaN	NaN	spo0M
19.9268	19.7689	19.6942	NaN	NaN	NaN	19.6067	19.5497	19.6388	18.3212	18.597	18.6051	15.8232	15.6089	15.4148	18.1632	18.4463	18.1941	ydaG
23.9255	23.9589	23.9192	24.6222	24.6056	24.4864	24.2754	24.8505	24.2842	23.4273	23.3389	23.4274	23.3403	23.1754	23.1189	22.1136	22.0012	22.1414	ahpC
23.3406	23.2608	23.2777	23.5131	23.2428	23.2222	23.0807	23.0655	23.3135	23.2448	23.2296	23.2715	21.6943	21.8839	21.5303	20.1311	20.7593	20.6882	greA
22.6492	22.6517	22.4734	NaN	NaN	NaN	21.9368	22.047	22.0172	19.5725	20.1777	20.0783	NaN	NaN	NaN	NaN	NaN	NaN	yflT
22.7253	22.7345	22.8056	18.4178	18.4232	18.5258	22.8262	22.8979	22.8035	17.9832	18.8592	18.8029	21.3559	21.2995	21.5662	NaN	NaN	NaN	ohrB
18.7762	17.8459	18.5895	18.9845	18.8769	18.8803	21.6114	21.6257	21.136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	clpP
20.2791	20.5958	20.8068	23.2226	23.3751	23.4217	24.043	24.0387	24.0528	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	acpA
25.9929	25.7005	25.7339	26.9908	26.8818	26.8187	26.9353	27.2674	27.1264	27.2128	27.4285	27.2715	25.3333	25.3485	25.3623	23.5418	23.6995	22.9001	tig
22.7981	23.0614	22.6644	23.2394	23.1196	22.9576	23.6867	23.7077	23.5664	20.471	20.3386	20.3773	20.9557	21.0707	21.1411	18.3165	18.3718	16.5902	tsf
23.1423	22.908	22.7592	20.9582	20.8586	20.7382	21.8749	21.9158	21.5764	21.0149	21.3367	21.3467	18.4649	18.2062	18.4518	NaN	NaN	NaN	gndA
22.9115	22.847	22.7409	20.0135	19.5521	20.1031	21.6383	21.7498	22.0591	21.2228	20.9445	21.0623	20.3993	20.2419	20.1975	17.8404	18.0943	18.0655	pgi
13.2911	11.8497	13.6823	17.262	17.2013	17.3659	15.2689	13.902	14.5793	9.81746	0.354888	0.761116	NaN	NaN	NaN	NaN	NaN	NaN	yjlD
16.8044	16.7605	16.1032	NaN	NaN	NaN	17.8666	17.9088	17.3892	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	serC
15.8079	16.0744	16.3739	16.0636	15.234	18.4676	20.3493	20.4144	20.4215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	tpx
15.513	15.5435	16.3755	16.5151	15.8651	16.5098	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sucD
22.6337	22.6305	22.6063	22.1775	22.068	22.0361	23.4152	23.3984	23.0759	20.8863	20.2769	19.6167	21.8754	21.7703	21.4822	20.7529	20.673	20.9627	sufC
24.0381	24.077	23.9717	23.4258	23.5703	23.5012	25.1679	25.2527	25.2775	22.2152	22.212	21.9133	23.2162	23.1734	23.1199	17.4145	17.4838	17.2379	fusA
16.1769	17.0749	16.8473	20.5402	22.9808	23.4863	18.6511	20.2201	20.8809	16.7873	16.8378	20.7215	15.0164	18.515	18.4448	18.1976	18.0157	18.0268	yugI
19.8671	19.9449	19.9405	17.3815	16.7937	16.9816	21.363	20.889	21.2373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ywrO
19.8749	19.4675	19.184	NaN	NaN	NaN	18.9196	19.4497	19.6406	19.1088	19.0299	18.3806	16.9647	14.2898	13.7	NaN	NaN	NaN	yocK
20.3071	20.4731	20.6703	NaN	NaN	NaN	20.2076	20.5432	20.6296	NaN	NaN	NaN	18.6492	17.6125	19.8821	16.442	14.3871	15.715	ydaD
18.3535	17.0032	17.2352	NaN	NaN	NaN	19.3886	19.5646	19.1187	NaN	NaN	NaN	16.7605	17.836	16.9678	NaN	NaN	NaN	yhdN
17.8193	17.7461	17.8128	17.5857	17.5539	14.6696	19.0244	18.846	18.8604	15.6411	15.4565	15.6699	17.7188	17.0487	17.4799	NaN	NaN	NaN	yceD
19.663	20.2812	20.404	21.4144	21.3376	20.196	20.8276	20.4282	20.8207	NaN	NaN	NaN	18.9362	18.9099	18.9688	NaN	NaN	NaN	yfkM
18.5544	18.6944	18.729	NaN	NaN	NaN	18.3987	18.4632	19.1412	17.8339	18.0968	18.6016	NaN	NaN	NaN	NaN	NaN	NaN	metE
22.3506	22.1086	22.3366	NaN	NaN	NaN	23.336	23.4349	23.4628	NaN	NaN	NaN	22.2135	22.0578	22.0571	NaN	NaN	NaN	ydbD
16.9569	17.2491	17.0223	NaN	NaN	NaN	16.2313	16.4818	16.4063	12.2233	12.2687	9.25528	NaN	NaN	NaN	NaN	NaN	NaN	dps
23.7554	23.4585	23.6233	23.7374	23.7682	23.6783	24.7111	24.8586	24.9043	20.416	20.3585	20.1879	23.0788	23.1527	23.135	15.8535	15.1721	16.2492	pyk
21.874	21.9252	21.7732	22.0848	21.8803	21.9034	21.7455	21.805	21.5301	20.4761	20.0882	19.833	21.2089	21.2741	21.4162	21.5893	21.5085	21.3683	sucC
19.8209	19.8896	20.0251	NaN	NaN	NaN	20.3137	20.0166	19.5107	NaN	NaN	NaN	21.3344	22.0211	22.034	NaN	NaN	NaN	yceC
22.1568	22.3933	22.2392	23.6535	23.6883	23.5941	22.8958	22.8902	22.6452	23.2905	23.3383	23.2568	21.7087	21.9334	21.8967	20.93	20.9718	20.9528	frr
16.3794	15.6228	15.9546	18.2451	18.1902	18.3194	17.46	17.4754	16.7567	15.4189	14.501	NaN	12.7805	13.1764	13.6852	15.2892	15.2434	15.5252	yodC
16.008	15.7716	15.5577	NaN	NaN	NaN	17.8773	18.1363	17.7783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yxjI
21.6378	21.6	21.6275	22.6286	22.6193	22.6359	22.1973	22.5476	22.2925	21.3673	21.421	21.1985	NaN	NaN	NaN	NaN	NaN	NaN	yxkC
17.1984	16.3493	18.3919	NaN	NaN	NaN	NaN	NaN	NaN	15.0037	15.3484	19.1537	NaN	NaN	NaN	NaN	NaN	NaN	cydA
16.6682	17.2508	17.1788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cydD
19.0616	19.0235	19.0454	19.7208	19.7214	19.8596	20.1	20.0254	20.0224	18.3105	18.5538	19.0362	NaN	NaN	NaN	NaN	NaN	NaN	katX
14.0994	13.5697	14.6235	21.5765	21.3313	21.3497	NaN	NaN	NaN	18.4103	18.1494	17.8432	NaN	NaN	NaN	NaN	NaN	NaN	putC
17.2652	17.1044	17.0483	14.2707	15.0422	14.7076	14.0549	12.898	13.7023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	bsdC
22.0891	22.1967	22.2314	21.2532	21.1734	21.0946	21.966	21.9751	21.8806	20.0491	19.9797	20.0133	22.0338	21.9594	21.8334	20.2505	20.1267	20.1947	yclQ
21.9825	21.7484	21.8308	20.9813	20.8627	20.9583	22.3763	22.3248	22.2457	19.8633	19.8128	19.7854	21.3204	21.3902	21.574	16.5467	15.7967	16.1469	gabD
18.9731	18.7307	18.8905	17.8248	17.0864	17.1972	21.8685	21.8551	21.8751	19.5867	19.8456	19.6678	19.0042	19.3833	18.95	NaN	NaN	NaN	cutI
15.3511	14.6795	14.6469	16.9013	15.8654	17.165	NaN	NaN	NaN	17.2738	17.1519	17.3102	NaN	NaN	NaN	NaN	NaN	NaN	coxA
18.5894	18.5571	18.5285	16.4758	16.4043	16.3126	18.3252	17.1922	18.297	15.9543	15.66	15.4745	NaN	NaN	NaN	NaN	NaN	NaN	yrbC
12.7672	14.5733	14.4971	13.8494	15.0818	15.1945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	defA
18.8555	18.8059	18.9379	20.7367	20.5253	20.7203	19.5682	19.6691	18.4469	20.7158	20.4414	19.3804	17.2302	17.4034	17.6042	12.8681	12.749	12.6411	fmt
14.7947	15.5076	16.2404	NaN	NaN	NaN	15.747	15.7206	16.0138	NaN	NaN	NaN	13.9968	NaN	NaN	NaN	NaN	NaN	rsmB
16.1636	15.5933	15.2298	NaN	NaN	NaN	17.4278	16.9231	16.5872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yvrH
17.7331	17.5734	18.0343	18.2666	18.3487	18.3492	18.2322	18.2753	18.4386	15.8175	17.5945	18.7195	NaN	NaN	NaN	NaN	NaN	NaN	ysdB
10.8401	12.567	13.6249	18.9671	19.1711	18.7036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	mutSB
19.1935	19.0767	18.9881	18.4143	19.2968	18.8948	19.6671	19.6701	19.5561	18.2088	18.6692	18.6976	19.6944	19.5718	19.2124	NaN	NaN	NaN	fadB
19.0529	18.9763	19.3942	20.892	19.9872	19.4979	19.4479	19.4837	19.5662	18.7889	19.0626	18.6584	20.314	19.0958	20.3301	11.847	12.8519	13.2272	etfB
19.3053	19.3145	19.4324	21.0975	20.8545	20.3845	NaN	NaN	NaN	20.9036	20.9322	18.8791	NaN	NaN	NaN	22.2756	22.2419	22.3544	etfA
20.4578	20.2642	20.3076	19.4482	19.7708	19.8068	21.6024	21.5587	21.4758	20.8391	20.8534	20.8484	21.3188	21.1756	21.2228	19.985	20.3949	20.2816	ysnA
23.4434	23.4108	23.3742	NaN	NaN	NaN	23.6353	23.7613	23.8156	16.7118	17.046	16.901	21.7597	22.07	21.8575	NaN	NaN	NaN	ysnF
17.0051	17.0619	17.8384	14.537	14.5495	13.4441	18.1834	19.0404	19.3818	16.6488	16.6582	16.2731	NaN	NaN	NaN	NaN	NaN	NaN	ysoA
18.3829	18.4103	18.3019	18.0521	18.3274	18.7535	20.2986	19.8571	20.0638	17.0639	17.6257	17.7334	17.2707	17.8591	17.9573	NaN	NaN	NaN	mscL
17.772	18.2878	17.5438	NaN	NaN	NaN	14.0553	14.4091	14.7243	NaN	NaN	NaN	13.7169	13.3014	13.2438	NaN	NaN	NaN	ywpF
18.5022	18.5388	18.9249	18.2977	20.0532	20.2553	19.8603	17.2391	18.0803	16.8671	17.2842	19.2594	12.3308	8.65325	12.0049	NaN	NaN	NaN	tagV
NaN	NaN	NaN	18.4951	18.5948	18.5409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	flgL
19.6482	19.8237	20.1055	NaN	NaN	NaN	19.832	19.7636	19.6891	14.8881	14.7359	14.0808	19.3099	19.4973	19.529	NaN	NaN	NaN	ydaE
15.3681	15.3653	14.1757	22.1869	22.1098	21.8175	16.2451	15.051	15.2156	17.3075	17.1206	15.8093	21.2211	21.3867	21.3307	NaN	NaN	NaN	topB
18.2147	18.1822	17.849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ydaK
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	kimA
11.4828	15.1977	15.7242	NaN	NaN	NaN	18.1615	21.2158	21.0093	NaN	NaN	NaN	15.6044	16.4617	16.6712	11.9681	10.755	NaN	ydaP
16.8471	16.9349	16.7967	NaN	NaN	NaN	15.7941	15.9887	15.7149	NaN	NaN	NaN	10.661	10.6834	11.8571	NaN	NaN	NaN	ydaT
22.1096	22.4299	21.8958	22.7814	22.5596	22.1902	NaN	NaN	NaN	23.9666	23.8912	23.9873	NaN	NaN	NaN	NaN	NaN	NaN	ydbJ
16.3263	14.7488	14.7843	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ydbM
18.3037	18.2157	18.6977	21.5008	21.7478	21.9216	19.5222	20.0018	20.4431	17.7134	18.2045	18.1409	14.8559	12.02	15.4176	18.6319	18.401	20.0723	ydbP
17.7337	17.5262	17.5426	19.1579	21.1257	20.2592	21.1655	21.0875	21.2053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ddl
22.4564	22.2023	22.5245	22.4519	22.4207	22.1622	22.6946	22.7323	22.7847	22.2508	23.0161	23.1736	22.707	22.5164	22.5318	21.3337	21.0643	20.848	cshA
20.7744	20.9149	21.3164	21.3904	22.2014	22.5489	18.5482	19.3033	19.5698	21.5181	22.1983	22.0258	21.9451	21.8541	21.4983	23.6482	23.6487	23.4938	immR
19.5986	20.3208	20.5628	22.563	22.5201	22.4291	21.8667	21.3804	21.7457	20.3218	20.3818	20.4293	20.7818	20.4024	20.401	13.7113	13.6413	14.0276	yddK
14.5253	13.53	14.0833	13.5738	13.5441	15.0665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ydeQ
17.2957	17.4815	18.361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ydfI
17.0725	16.6065	17.4814	19.6644	20.0486	21.1804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	nap
14.2846	14.3619	14.0702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ydgH
15.8312	15.6951	15.4718	NaN	NaN	NaN	16.8806	18.1011	18.3892	17.2788	16.702	15.7962	NaN	NaN	NaN	NaN	NaN	NaN	ywqH
19.8712	18.4066	20.9108	NaN	NaN	NaN	22.6728	22.4179	22.7405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ywqI
21.8188	21.7649	21.94	17.2839	18.351	16.6281	NaN	NaN	NaN	22.2924	22.5147	22.4861	NaN	NaN	NaN	NaN	NaN	NaN	ywqJ
20.5103	20.3431	20.8138	19.3476	19.3381	19.6976	NaN	NaN	NaN	19.578	19.1039	18.1561	NaN	NaN	NaN	NaN	NaN	NaN	ywqK
16.6061	16.7388	17.0321	18.6189	18.5091	19.1463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ywtE
16.6754	16.7624	16.6231	13.5039	12.6356	0.558584	16.6581	16.2115	16.5489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	minC
17.23	16.7497	17.7492	20.3742	20.362	20.2799	16.838	16.7602	16.9074	16.8557	17.0127	17.1138	NaN	NaN	NaN	NaN	NaN	NaN	mreB
